,Regulator_Name,regulatoryGene,target_name,targetGene
398,SigF2,SYNPCC7942_RS09065,,SYNPCC7942_RS04995
399,SigF2,SYNPCC7942_RS09065,,SYNPCC7942_RS07200
400,SigF2,SYNPCC7942_RS09065,,SYNPCC7942_RS09065
401,SigF2,SYNPCC7942_RS09065,,SYNPCC7942_RS11105
402,SigF2,SYNPCC7942_RS09065,,SYNPCC7942_RS11590
403,SigF2,SYNPCC7942_RS09065,,SYNPCC7942_RS13840
404,SigF2,SYNPCC7942_RS09065,,SYNPCC7942_RS12980
405,SphR,SYNPCC7942_RS05195,purF,SYNPCC7942_RS00020
406,SphR,SYNPCC7942_RS05195,phoA,SYNPCC7942_RS07125
407,Fur,SYNPCC7942_RS05070,isiA,SYNPCC7942_RS07870
408,Fur,SYNPCC7942_RS05070,isiB,SYNPCC7942_RS07865
409,Fur,SYNPCC7942_RS05070,cce_4396,SYNPCC7942_RS04825
410,Fur,SYNPCC7942_RS05070,ctaA,SYNPCC7942_RS13250
411,Fur,SYNPCC7942_RS05070,ctaB,SYNPCC7942_RS13245
412,Fur,SYNPCC7942_RS05070,psaA,SYNPCC7942_RS10395
413,Fur,SYNPCC7942_RS05070,psaB,SYNPCC7942_RS10390
414,Fur,SYNPCC7942_RS05070,afuC,SYNPCC7942_RS07195
415,NrdR,SYNPCC7942_RS03565,nrdJ,SYNPCC7942_RS08210
416,NtcA,SYNPCC7942_RS00645,amt1,SYNPCC7942_RS02260
417,NtcA,SYNPCC7942_RS00645,cce_3797,SYNPCC7942_RS09360
418,NtcA,SYNPCC7942_RS00645,cynA,SYNPCC7942_RS10680
419,NtcA,SYNPCC7942_RS00645,cynB,SYNPCC7942_RS10675
420,NtcA,SYNPCC7942_RS00645,cynD,SYNPCC7942_RS10670
421,NtcA,SYNPCC7942_RS00645,cynS,SYNPCC7942_RS10665
422,NtcA,SYNPCC7942_RS00645,glnA,SYNPCC7942_RS10955
423,NtcA,SYNPCC7942_RS00645,glnB,SYNPCC7942_RS01635
424,NtcA,SYNPCC7942_RS00645,nirA,SYNPCC7942_RS06355
425,NtcA,SYNPCC7942_RS00645,nrtA,SYNPCC7942_RS06350
426,NtcA,SYNPCC7942_RS00645,nrtB,SYNPCC7942_RS06345
427,NtcA,SYNPCC7942_RS00645,nrtC,SYNPCC7942_RS06340
428,NtcA,SYNPCC7942_RS00645,nrtD,SYNPCC7942_RS06335
429,NtcA,SYNPCC7942_RS00645,narB,SYNPCC7942_RS06330
430,NtcA,SYNPCC7942_RS00645,ntcA,SYNPCC7942_RS00645
431,NtcA,SYNPCC7942_RS00645,nirB,SYNPCC7942_RS06360
432,NtcA,SYNPCC7942_RS00645,ntcB,SYNPCC7942_RS06365
433,NtcA,SYNPCC7942_RS00645,apcF,SYNPCC7942_RS10965
434,NtcB,SYNPCC7942_RS06365,nirA,SYNPCC7942_RS06355
435,NtcB,SYNPCC7942_RS06365,nrtA,SYNPCC7942_RS06350
436,NtcB,SYNPCC7942_RS06365,nrtB,SYNPCC7942_RS06345
437,NtcB,SYNPCC7942_RS06365,nrtC,SYNPCC7942_RS06340
438,NtcB,SYNPCC7942_RS06365,nrtD,SYNPCC7942_RS06335
439,NtcB,SYNPCC7942_RS06365,narB,SYNPCC7942_RS06330
440,NtcB,SYNPCC7942_RS06365,null,SYNPCC7942_RS06360
441,NtcB,SYNPCC7942_RS06365,ntcB,SYNPCC7942_RS06365
442,NtcB,SYNPCC7942_RS06365,psbL,SYNPCC7942_RS06020
443,NtcB,SYNPCC7942_RS06365,psbJ,SYNPCC7942_RS13745
444,Zur,SYNPCC7942_RS04225,cce_1484,SYNPCC7942_RS06730
445,Zur,SYNPCC7942_RS04225,cce_1485,SYNPCC7942_RS06735
446,Zur,SYNPCC7942_RS04225,cce_1486,SYNPCC7942_RS06740
447,Zur,SYNPCC7942_RS04225,ompZ,SYNPCC7942_RS07485
448,SufR,SYNPCC7942_RS08820,sufR,SYNPCC7942_RS08820
449,SufR,SYNPCC7942_RS08820,ftrC,SYNPCC7942_RS08825
450,SufR,SYNPCC7942_RS08820,sufB,SYNPCC7942_RS08830
451,SufR,SYNPCC7942_RS08820,sufC,SYNPCC7942_RS08835
452,SufR,SYNPCC7942_RS08820,sufD,SYNPCC7942_RS08840
453,SufR,SYNPCC7942_RS08820,sufS,SYNPCC7942_RS08845
454,Crp,SYNPCC7942_RS06370,ackA,SYNPCC7942_RS10540
455,Crp,SYNPCC7942_RS06370,SYNPCC7002_A0129,SYNPCC7942_RS09990
456,CcmR,SYNPCC7942_RS06700,cmpA,SYNPCC7942_RS07605
457,CcmR,SYNPCC7942_RS06700,cmpB,SYNPCC7942_RS07610
458,CcmR,SYNPCC7942_RS06700,cmpC,SYNPCC7942_RS07615
459,CcmR,SYNPCC7942_RS06700,cmpD,SYNPCC7942_RS07620
460,CcmR,SYNPCC7942_RS06700,ccmR,SYNPCC7942_RS06700
461,CcmR,SYNPCC7942_RS06700,sbtA,SYNPCC7942_RS07540
462,HrcA,SYNPCC7942_RS03160,groES,SYNPCC7942_RS11765
463,HrcA,SYNPCC7942_RS03160,groEL,SYNPCC7942_RS11760
464,PerR,SYNPCC7942_RS08405,perR,SYNPCC7942_RS08405
465,PerR,SYNPCC7942_RS08405,isiA,SYNPCC7942_RS07870
466,PerR,SYNPCC7942_RS08405,isiB,SYNPCC7942_RS07865
467,PerR,SYNPCC7942_RS08405,rub,SYNPCC7942_RS08410
468,PedR,SYNPCC7942_RS11505,pedR,SYNPCC7942_RS11505
469,PedR,SYNPCC7942_RS11505,ndhD,SYNPCC7942_RS07360
470,SmtB,SYNPCC7942_RS06605,smtA,SYNPCC7942_RS13750
471,SmtB,SYNPCC7942_RS06605,smtB,SYNPCC7942_RS06605
473,sll5086,SYNPCC7942_RS08780,Cyan7425_2936,SYNPCC7942_RS08775
474,NtcA,SYNPCC7942_RS00645,amtB,SYNPCC7942_RS11585
475,NtcA,SYNPCC7942_RS00645,glnN,SYNPCC7942_RS00860
476,NtcA,SYNPCC7942_RS00645,gltX2,SYNPCC7942_RS12160
478,nblR,SYNPCC7942_RS11715,nblA,SYNPCC7942_RS10785
479,kaiC,SYNPCC7942_RS06230,kaiB,SYNPCC7942_RS06235
480,kaiC,SYNPCC7942_RS06230,kaiC,SYNPCC7942_RS06230
481,idiB,SYNPCC7942_RS11050,ftr1,SYNPCC7942_RS12300
482,idiB,SYNPCC7942_RS11050,idiA,SYNPCC7942_RS11055
483,idiB,SYNPCC7942_RS11050,ackA,SYNPCC7942_RS10540
484,idiB,SYNPCC7942_RS11050,pgam3,SYNPCC7942_RS10535
485,idiB,SYNPCC7942_RS11050,somA(2),SYNPCC7942_RS08200
486,idiB,SYNPCC7942_RS11050,somB(1),SYNPCC7942_RS07485
487,idiB,SYNPCC7942_RS11050,irpA,SYNPCC7942_RS07480
488,idiB,SYNPCC7942_RS11050,irpB,SYNPCC7942_RS07475
489,idiB,SYNPCC7942_RS11050,nat,SYNPCC7942_RS03330
490,SphR,SYNPCC7942_RS05195,sphX,SYNPCC7942_RS12425
491,rre1,SYNPCC7942_RS09435,dnaK2,SYNPCC7942_RS12545
492,rre1,SYNPCC7942_RS09435,groEL1,SYNPCC7942_RS11760
493,rre1,SYNPCC7942_RS09435,groEL2,SYNPCC7942_RS03510
494,rre1,SYNPCC7942_RS09435,groES,SYNPCC7942_RS11765
495,rre1,SYNPCC7942_RS09435,hspA,SYNPCC7942_RS12200
496,rre1,SYNPCC7942_RS09435,htpG,SYNPCC7942_RS09205
497,rre1,SYNPCC7942_RS09435,sigA2,SYNPCC7942_RS08885
498,pex,SYNPCC7942_RS03465,kaiA,SYNPCC7942_RS06240
