,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
SYNPCC7942_RS00055,-0.00889777282830027,-0.010004065995464334,-0.015463185442594386,-0.019338648065487594,-0.005535188481440722,0.0014487144367826613,-0.009324339887541838,-0.020898485144736814,-0.006563754441450697,-0.011160347799623492,0.013263739838438014,0.030695078091224,0.012184710178202336,-0.009959360897330707,-0.002315497658833039,0.002091817890461151,0.0008546880828445131,0.013681464744694448,0.006788090857350603,0.01078414444568281,-0.021039516515429246,0.017361065662149663,-0.01586817444360793,-0.009166961799413884,-0.02037897858428447,0.004833924127098877,0.006356636887748638,0.0033866864185427927,0.027363848765349676,-0.010759547659777711,0.009466351964260539,0.002492712564627096,-0.013821633001624423,-0.0021237689459258757,-0.012831649918849927,-0.019129677853968255,0.01308174246738696,-0.02298656623576324,0.01638071142807454,-0.000795829593049866,0.014077625993487277,-0.016876963963159856,-0.003196660786863229,-0.011033523215393325,0.012970445121461312,0.006530729481146998,-0.005344077956668039,0.007443030240084026,-0.011798928353646446,-0.030738705395818296,-0.006257689333558891,-0.015191546677458543,-0.01825592817761003,-0.020844312096039486,-0.016666966720510518,-0.005706769741756755,0.00535435585953971,0.015805821350876895,0.01782556874077114,-0.0036549405670418165,-0.020171252910285757,-0.008746183340368743,-0.006024848429461785
SYNPCC7942_RS00060,-0.0008904893785916236,0.004153104636053809,0.04634213601729078,-0.01278079228417212,-0.004675639934996076,0.0009678079493907388,0.012240261158835267,-0.013193318148174971,-0.007603941008692657,-0.013763866052238592,0.0038947761612764856,-0.008484299643074178,0.00626592114664221,0.027996426499784278,0.004978366159416481,0.007433090276492829,-0.0024520409092670115,-0.007257967271806253,0.007118169034479854,-0.01331761205350939,-0.004819591955109604,-0.03633608464764894,-0.00376083350304275,0.010755229615000054,-0.004610363132745095,-0.020156019429884285,-0.0005361377389649162,-0.003949557804089389,-0.004134879716042168,-0.019522093958538142,-0.0031655758851212427,-0.002496509635932129,0.039778677278149606,-0.004288201335160804,-0.0027898416748911,-0.016024505483053304,-0.0006513380835660018,0.01586399802148281,-0.002683410112695878,-0.002124285902491619,0.01612583004053311,-0.02193238498703492,0.004738874092327786,0.0025155921520145135,-0.01942633903381734,-0.005879848937407247,-0.004089076151144492,0.023241457044571784,0.010475180448248952,-0.018042339873312524,-0.0031653833784810316,0.0008824637149080404,0.005777340449994473,0.0009145986345859728,0.007490512760221045,-0.005656693868994002,0.013854983077818614,-0.01915254722675805,-0.016968593833167515,0.00799192261604741,0.006888794849999674,0.004571626857070883,-0.0015725501903326633
SYNPCC7942_RS00065,0.44288161507938334,-0.005650455387124404,-0.0031759039836693507,0.004097708750088728,0.00295312288055944,0.009941050600884141,-0.018128860886442624,-0.0422454704185312,0.058695268994090416,0.05477273541700328,-0.026862055755565883,0.03732842266610927,-0.017154819164242052,-0.0005666889837566461,0.013510690870358215,0.008344245485138516,0.006684356501276852,-0.004103652707996525,-0.0007983458622775892,0.005818982504018399,-0.005444281406064811,0.017687585644716074,-0.02039216338920672,-0.0074288524693755945,0.010000847981106937,0.017258659985053403,-0.014073971829748198,0.006616767059630686,0.007311552604869398,-0.0060306196985688,0.004765902339968973,0.010215249857643919,-0.011036737600211009,-0.02259897089699382,0.017980731699584623,-0.00042213077164043005,-0.0050696022808185874,-0.01026010143150096,-0.000639773149668708,-0.0004602105414614467,-0.007508582477466679,-0.011808574381115993,0.07873484643774388,-0.0003998799220222948,-0.019608942846743763,0.003556755325374765,0.011743058042187919,0.038942838179277905,0.011044758857109987,0.0008711657308482232,0.005000190469824397,-0.014461361370737977,0.018009709265230905,0.0052530010023055344,0.007086491401924128,0.016937323299920915,0.008652022604056283,-0.010405067554466685,0.07217494343268475,0.0009114673957246517,-0.01700720260893829,-0.00274810628677167,0.016864286134185245
SYNPCC7942_RS00070,0.293014454089597,-0.002207010261786453,0.0037302474348766272,-0.001095206938250492,0.006883102127113289,-0.0037868850076125827,0.004492075917698963,-0.01600631331856215,0.022718878661637975,0.011594097975249872,-0.003037992598533295,0.0193748390082689,-0.01053593207878299,0.004876090978053905,-0.009906001012367091,-0.002963484347820015,-0.008349655655942772,-0.0022363344060041036,-0.012601576025127039,0.0025837688508167788,0.009645127553496356,0.00438339100361374,-0.0012802729665125924,0.006525754139581128,-0.011533178777767765,0.00849997149487611,-0.013481664270715045,0.012140738241384287,0.0007772425755404794,-0.016423320097192762,0.00042770913227126075,0.00010874017715541883,0.0015632892004706178,0.009602494436457326,-0.003943820194751283,-0.009950591302478985,-0.008278533764836034,-0.014343588119746849,0.00400705876336137,0.0025579853340643153,0.0031944546947971133,0.004719929644038298,0.06809919842599657,-0.00012392656963272045,-0.004553021231015801,0.015205142221826494,-1.886670731414901e-05,0.03457296135141473,0.006319540793829467,0.006472244868540723,-0.008661949187299732,0.0007095777153937629,0.0052466188657976755,-0.02042265501692935,0.0023426259768203673,0.009690985677463716,0.007742809656148293,0.0023285000593517304,-0.002909906966221069,0.018266248085648393,-0.0004013974574439156,0.00030925872795177717,0.021612157640277272
SYNPCC7942_RS00075,0.21505637712230857,0.004342469400028804,0.018321210168801266,0.016580281716873573,-0.012284638441336211,0.012511327051569963,0.022876977852195703,0.006005856718225791,-0.010396834870936615,0.005776580757046882,0.023119810618775445,0.023785441331154723,-0.007710194399307659,-0.006213807041378346,-0.022536314341741907,0.033365499962917704,-0.012530882796242123,-0.004407430598749442,-0.002771236714739595,-0.011059634559163567,-0.01992435950132294,0.024397275213973127,-0.012872616747488495,0.007010657587713291,-0.0017344941093815507,0.0037076961225935906,-0.046582950974333744,-0.01746618610932549,-0.0039641709475309195,0.024787988605331393,0.00801697541948419,0.00931139843776908,0.038013483571759044,0.00016426566161880944,-0.0019875304043287705,-0.006936890107620005,-0.024182684912274585,-0.012359882351667469,0.02707310943147827,-0.014996861893529358,0.013005698138543258,-0.0019510783711283077,0.051640696486749606,0.028045213986046168,0.006593738790558694,0.022273319659640814,0.01646929365440916,0.04260449235708271,0.03291186667461305,-0.010207413786561393,-0.007199236082633072,-0.015233949353714749,-0.0006428129571650679,0.018069020711325805,0.016834678306137753,0.003947576221415757,0.01377177488563881,0.013524562128527706,-0.017447432017941657,0.0036348258916613363,-0.019613955606785426,0.010641286043740083,-0.002187303991284414
SYNPCC7942_RS00080,0.0318920654106778,-0.019754849566439393,0.01774818176348807,0.14960646351151508,0.04217072238906755,-0.004607643560204924,0.02347488433934922,-0.00023109178517726573,-0.00117298718794346,-0.014446884176024972,0.016655018570370293,0.019442339499779235,0.009836497468149038,0.016131081996473545,0.009592428229621128,-0.0059492362742173755,0.016588203635932764,-0.0015176578949617314,0.04078527284939639,0.09698459162946581,0.0127453908348926,0.005565984118357547,0.0020196693152828614,0.021534129399154993,-0.0026087394907184413,-0.01146416247329132,-0.004144161495591504,0.00974569124820388,0.0036138865050181117,0.021906762395921167,-0.013853298835116115,-0.017809186033198292,0.004926958329298354,-0.009581413844287526,0.025379996440591964,-0.014716831083035096,0.02806337074006819,0.0006405620531707072,0.013176774310199025,-0.017322491045849767,-0.001309669023682376,0.004926196827593372,0.006162592965563177,-0.0029342156616934695,-0.015875659508234705,-0.012723528040207764,-0.036262934865716585,-0.015452607176930725,0.01758907954468892,-0.02077647131733578,-0.025034429066146977,0.029388246924214153,-0.010268051881958595,-0.04180516405346072,-0.008447880728522164,0.007067910557706369,-0.03183656758558534,0.006406411081791722,-0.018395944824897772,-0.011172885475894364,-0.02208120085089029,0.01690205121955094,-0.011168435327583466
SYNPCC7942_RS00085,0.03394431251353486,-0.01068715590363005,0.017392600567414405,0.011413122014585214,-0.016057868255228657,0.010028584574426234,0.00014109519211639854,0.00441803910940192,-0.004196255623865069,-0.017500844156548682,0.008687311237265195,-0.0006269125296532421,0.005526787058983389,-0.013340120622902366,0.009137321556294136,-0.033377147108288534,0.04362956300654472,0.021173544742416478,0.025383370688891897,-0.02028491391181235,0.010672626270951892,0.00042926174988736,-0.006162258588206825,-0.01954139392428483,-0.008179716562181482,0.04524739696333189,-0.012206852764365892,0.01097547698087259,-0.0026594160015843598,0.01883007825464045,0.006590252982743136,-0.021968500481727694,-0.00045826053123825574,-0.002133196486222332,-0.002817831890408537,0.004688086106321948,-0.0034576629755003613,0.0025747630863760056,-0.0017222456693615673,-0.0035340769058197713,-0.01988902182232554,0.011907314120259489,0.00736211488481026,0.0055069463302972865,0.015170693280714293,0.00864664634596855,-0.012458739048820479,-0.001079920651519472,-0.009104409038275795,0.002951524764830835,-0.00740323860686514,0.03549744462795197,-0.018074283357614646,-0.013220041971012028,-0.004016331312657414,0.016177417597110597,-0.0032302422714756084,0.0046964848554109356,-0.005269352532010469,0.027287866382871073,-0.00462931543911853,-0.006759747958867003,0.0073424130599245565
SYNPCC7942_RS00090,0.022910805706434337,-0.01793778318657744,-0.023977087381194744,0.002561646393293656,0.007020685949535018,0.025456068356915242,-0.00439413564079278,0.0005496827460572123,0.005737464719203071,0.007051792495236583,-0.016141633178440494,0.00789539600597539,0.0008003588820106685,0.00506494237135543,-0.013347176371390159,-0.010047588661573759,-0.006491942504450554,0.02920799295255172,-0.0008935442725148561,-0.008911996213082776,-0.0007916574248364741,-0.010977068999514067,-0.0058617196034743855,-0.01791659286096269,0.011989363357818205,-0.008863281914104723,-0.009479475379882174,0.0006227505094688182,0.020714762301361246,-0.0015057897521420418,-0.021731307082153227,0.004014317002478604,-0.009144680886436392,-0.0034487119215062933,0.006948888831800683,0.00020446015113756286,0.014074884538116214,-0.00031144859345111424,-0.028385999065158103,-0.0018964809322838411,-0.018146723677131202,0.0016813980161394138,-0.000646680078664624,-0.027581466565709017,-5.1103215862906585e-05,-0.009946442815265868,0.00037383620868151874,0.003478116409765036,-0.000433081572204353,0.008410225805285845,0.0025238985352237175,0.02182108359983091,0.007427311866306369,0.03678544392889913,0.01016566333961868,0.008607631380420734,0.01514301652934301,0.00031165131473472925,0.006372859743547296,0.011550302561830499,0.029720684011737438,0.030797160194672768,-0.006381321354891082
SYNPCC7942_RS00095,0.00183416721535933,-0.01243012197307259,0.03483357316701403,-0.012926901570182708,-0.000349117399622731,0.003748075408819132,-0.0037170224825954085,0.005955832866788611,-0.011191679091253993,9.650864883235058e-05,-0.021832146457015974,-0.008349555457841069,0.006259952547817558,-0.0059483820544792695,-0.011445417959064189,-0.006053162150106871,0.005024290025912896,0.00022261481488217497,0.006705457725605164,0.011111843461965178,-7.792454954274603e-05,-0.0107378237773194,-0.010992552234198769,0.001854168638569079,-0.004778005164686519,-0.00222365959956405,-0.004955533284504547,-0.018096622829276928,0.002380245583994509,0.006317859463474637,-0.009449708985081984,0.0018842682040704978,0.0004691506493698005,0.0048247234303934565,-0.0019982943529808046,-0.0018826785802313218,0.0003806711484906785,0.010669314048146557,0.002238666442756293,-0.0035129434798183805,-0.005265349085793718,-0.001397719539616516,-0.009060484689343293,-0.009764895970747145,0.010936940252540743,-0.005674332888918584,-0.002131985199020828,0.00928137277556548,0.005875546311091551,0.00837865013074963,0.0024946831983341856,-0.012416301860757494,0.002689887747472334,-0.005550693573530858,-0.0010074458918721356,0.0014225767120711744,0.0018351206401561908,0.00014646612779693714,-0.001268893300815262,-0.009499479803336717,-0.009586058159310757,-0.01649699213984283,0.0029733523597916195
SYNPCC7942_RS00100,-0.000839749568873799,-0.02890319709724037,0.019350804385208187,-0.0006130492109350964,-0.018152350989277054,0.01779151064321719,0.03884540298401713,0.010457065644125636,-0.015452935676419676,0.012622532255985152,-0.019585884854727256,0.0010299227977572858,0.007671318703395912,0.004586218307689205,0.007243935866253989,0.007145364237611774,-0.009343200156921893,-0.014326378929470753,-0.014180765859305597,-0.01095336762876998,0.015430440772471164,-0.0032137166123980382,0.006678872507339447,0.004230556035056745,0.007591105086118584,-0.01713694624586918,-0.014001644025867852,-0.022809483828367005,-0.009609262659164843,0.09803377483520564,0.018583366179004062,-0.0022303513652252686,0.00534952336254227,0.0052695218116591445,-0.02048873815070209,-0.008506269240513011,0.012181653665828263,0.004251293834131534,-0.0348638878028244,0.00961941620554799,-0.0030609579289050935,0.005729103946399286,0.017646187235296207,0.008459364529204665,-0.023930382050409052,-0.0007138019258727254,-0.01574904964480218,-0.002252391734145222,-0.025476487614599898,0.029130299794005176,-0.0006696218901632367,0.0030270475011463967,-0.015815446075171748,-0.007659710699029209,-0.022952637920098027,0.0005816901876203462,0.010013507619367703,0.0013706851453504838,-0.015050021466722482,-0.003440583655038035,-0.015992005327800218,-0.005865017024057932,-0.014075245327117616
