"","wt_lowlight_dawn_0.5h","wt_lowlight_dawn_2h","wt_lowlight_dawn_4h","wt_lowlight_dawn_6h","wt_lowlight_dawn_8h","wt_lowlight_dawn_9h","wt_lowlight_dawn_10h","wt_lowlight_dawn_12h","wt_clearday_dawn_2h","wt_clearday_dawn_4h","wt_clearday_dawn_6h","wt_clearday_dawn_8h","wt_clearday_dawn_9h","wt_clearday_dawn_10h","wt_clearday_dawn_12h","wt_highlight_pulse_8h","wt_highlight_pulse_8.25h","wt_highlight_pulse_8.5h","wt_highlight_pulse_9h","wt_highlight_pulse_9.25h","wt_highlight_pulse_9.5h","wt_highlight_pulse_10h","wt_shade_pulse_8h","wt_shade_pulse_8.25h","wt_shade_pulse_8.5h","wt_shade_pulse_9h","wt_shade_pulse_9.25h","wt_shade_pulse_9.5h","wt_shade_pulse_10h"
"SYNPCC7942_RS00055",-0.258113954520112,-0.0688741636145268,0.104347042831054,0.0233006602994757,-0.541011922055115,-0.648585079356901,-0.224891682115058,-0.33265663019869,-0.60605826460338,-0.578908990043969,-0.184678202762199,-0.0165042722319795,-0.0337263868997724,-0.362224071528697,-1.31477632948013,-0.396611742984287,-0.214135275168495,-0.355516182905313,-0.232673762281955,-0.47383986277572,-0.340139385748788,-0.43892472304609,-0.0395076781809135,-0.335731610739841,-0.557091153254754,-0.822807024032762,-0.137986600109525,-0.679717958709092,-0.289210692401697
"SYNPCC7942_RS00060",0.756197838437383,1.6459098778529,0.932483136392173,0.625435290826233,0.887333884422334,1.23856358175471,1.3687677211561,1.28098014518019,2.68537725443937,1.62406270261843,1.41774401549044,1.08756326738752,0.936158720136102,0.938254900446777,0.786593886612862,1.11247994817462,1.53701597530428,2.04613724282768,2.55688414578719,1.64168111572586,1.35605197308172,1.08216473505789,1.00657438198429,0.86915776500094,0.46697850123673,0.597111044645648,0.246311936177373,0.740055004191422,1.27248176244137
"SYNPCC7942_RS00065",3.02304749660996,0.78277053188675,3.21146864063879,3.83290796034253,3.42011687469249,2.87461497779911,2.74766642377574,2.8324478787116,0.5117353959403,3.00218569407949,3.24924828485856,2.74678439001964,2.90761682753854,2.82515311175972,2.54160295160908,3.21877166292728,4.85271475852158,3.36070399589169,2.50884638839785,1.02911238012567,1.57723480713602,1.92141302022048,2.22325888550851,0.897525292476488,1.20684298305365,1.59635663014045,2.93334668345319,2.48228413922284,1.91757123873575
"SYNPCC7942_RS00070",1.84681005992271,0.471233580185779,2.10120374337454,2.47952487989777,2.05575088482582,1.75875893974548,1.73231168907694,1.76145127805605,0.0789555870586494,1.5819959025079,1.65618267270628,1.79892753019508,1.84139977685482,1.64562770237805,1.82684306591273,2.14933164904986,3.17492249651321,1.93241899183853,1.16077742065017,1.06810038411941,1.66120480802737,1.27571617860214,1.32088997735708,1.03503866655001,1.28901332057061,1.16973987367685,1.88926738109505,1.60366884689895,1.27415889442271
"SYNPCC7942_RS00075",1.87154874882353,0.41484701800367,1.18015891533273,1.99041914959788,1.815780830829,1.95775628374425,1.69017508014735,1.93739448466342,0.255457546934258,0.896198604900764,1.18658147071423,1.62918924313096,1.32562233177426,1.31764536913946,1.71948371066152,1.73624993201104,3.69190394771683,2.00835831320078,1.47637520183041,0.95720570565833,1.11889511604288,1.23606818841011,0.941230537417578,1.08091402190533,1.13649678453575,1.33589834806628,1.92383553296332,1.72200311243643,1.43081821723899
"SYNPCC7942_RS00080",1.75102431211818,1.11268176843589,1.34433799096536,1.2941631297512,1.02986313796044,1.5761537842327,1.64467367082911,2.23368017411552,1.28353782715556,2.09311347627324,2.33777779020101,1.49710213778597,0.412235777505303,1.35042425480248,1.91263391227802,1.22025218965941,0.764755321112306,1.46483122515171,1.58726748405241,1.60360895128243,1.30001091545705,1.54386034187115,1.68858170738676,1.88937001893429,0.515153331425072,0.837064277423573,-0.231656065312696,0.963101939371437,1.60331629708736
"SYNPCC7942_RS00085",-0.115524258218862,-0.524480481742039,0.667206566022687,0.388416266250265,0.0901670305768379,0.046572497819199,0.264168590508513,-0.384968258284515,-0.718473106039446,-0.193903858218989,0.295546875778586,-0.0812431574818871,-0.293683045898016,0.469240211484333,0.334281501225855,0.00818436681122709,0.327353039193539,-0.484450111829929,-0.3152349851262,-0.335433185572878,0.36580251607233,0.848652821718457,0.194606221697455,0.584225995371407,0.202914770233773,-0.0506376301876117,0.384950883054584,0.269341559731018,0.425258297526619
"SYNPCC7942_RS00090",0.567069982399203,-0.0246846268057277,0.650281166749704,0.387005377529221,0.42106233921516,0.0306988764859145,0.500548769290925,0.0779245632779455,1.09227594883115,0.517755717256432,0.45033416221794,0.608856280411797,0.135320643752462,0.337451774276993,0.107423745812805,0.500710277101526,0.660171161275055,0.903163642300578,0.862844452196052,0.627587968033401,-0.0810775496818318,0.335673035377991,-0.139359719103226,-0.158571225463458,0.0944323948778429,-0.00361838988830861,-0.000761443202031162,-0.00840009771613463,0.130586212497795
"SYNPCC7942_RS00095",0.570974308351978,0.783671243309079,0.303562810803786,0.103274789134001,-0.00911587968171062,0.186785823684692,0.383155821835285,0.505361333543911,1.43587955807135,1.07508777977691,1.04468229486045,0.571349870989546,0.499597469500683,0.302748268441122,-0.592353226483516,0.147919906444597,0.846695238200985,1.31844096138769,1.39081794411726,0.706976478005033,0.215898629239426,0.33379557224776,0.733155743570861,-0.0153937669490035,-0.347269659940601,-0.6152303141595,-0.498609590866687,0.293650016082549,0.520708137435379
"SYNPCC7942_RS00100",0.0725485192521515,0.185511805010347,-0.0903029733175961,0.371480654405566,1.68178814514391,1.56473152434429,1.48059375140873,1.32693712536868,1.26523318585958,0.837230524903564,0.697874206380424,1.0370998706346,1.16852948688391,1.33179155219224,1.07633583584842,1.79621441312265,2.12995007393384,1.59484516366608,1.64342135197747,1.19204252231294,1.11846896521563,1.38725568984734,0.930737344675061,0.28971620433042,0.448091367412926,0.88178114649573,0.955993401955835,1.90669084885728,1.71201588979734
"SYNPCC7942_RS00105",0.131871585781346,-0.497020583429729,-0.905060287812713,-0.31773407893396,0.401499933866685,0.770134818637955,0.405844945010984,0.337121050944168,0.971378191479354,0.293726272129393,-0.161913959869997,0.675908651580122,0.312702756066814,0.458818844285569,-0.183460490488289,0.385447816354048,1.47896902924585,1.30958737431048,0.956701158782873,0.261750594379775,0.0312359271367233,0.675379445933928,0.0408731086129699,-0.678067265120091,-0.776000438931236,-0.0439638023093178,0.488211429491476,1.174783105613,0.874902626126215
"SYNPCC7942_RS00110",-0.606091400883731,-0.651224060728329,-0.441047995273255,-0.323486105091516,-0.874020761197436,-0.988643388523436,-1.17499420439945,-1.23240169969187,-1.04930984591555,-0.995686480403293,-0.610192802588132,-0.340093571689976,-0.462343784520063,-0.84904790518945,-1.55440466118445,-0.47041309233766,-0.675781676854095,-0.858203462534846,-0.801471172074811,-1.17461443892002,-0.574374210666755,-0.850747185267492,-0.108524577461004,-1.08971576141268,-0.975980886288191,-0.898491000206365,-0.321314651311841,-0.396280717903918,-0.780057540375786
"SYNPCC7942_RS00115",-0.0790230846252032,-0.152926593424502,0.594571395205988,0.569517356444891,0.104739373487253,-0.534485294046694,-0.642036208718731,-0.312577777354402,-0.422692765328946,-0.188064781898229,0.266306842080869,0.632434032953922,0.287421151496427,0.162755526880475,-0.824044956318403,0.171342352469582,-0.186182061540979,-0.417106524361753,-0.317552670477998,-0.0341684446942577,0.115912643573222,-0.0880936118170228,0.60899290825711,0.30420048679241,0.561963361953254,0.0808286990137297,0.158067516482372,0.169057981827368,-0.587127463334607
"SYNPCC7942_RS00120",-0.0948816522324908,0.314135997330985,1.26763609973085,1.17415859663957,0.432810538279066,-0.149967212594963,-0.457661708966754,-0.515644801381903,0.00744903799268,0.502369595863019,0.634894727443007,0.944204268853279,0.735112082083644,0.279845466186844,-0.782851564443875,0.349852079007497,0.128009945981917,-0.153304143236436,0.194807926170848,0.522874316733524,0.4740370226783,0.431338254383536,1.21262927750116,0.932509203737654,1.38482297529321,0.799978023800454,0.780360059219578,0.75033141944916,-0.0100592204491834
"SYNPCC7942_RS00125",0.502232311721975,0.203608996242982,0.0752019824589239,0.218728630008444,-0.25087954354121,-0.231873436408699,-0.0613931552919365,0.200500647786281,0.401732083317607,0.132911223027679,0.26701173576187,-0.052510881139399,-0.155509386300531,-0.3912362967565,0.330860145799977,-0.0937017855945814,0.331425874575017,0.548621436236205,0.459164906166582,-0.121970847458445,-0.271908440485388,-0.176501015053342,0.286297359196844,-0.122698358668519,0.441475078702498,0.0998292393604851,-0.170592874475389,-0.0894131491601503,-0.17683347439812
"SYNPCC7942_RS00130",-0.438609509664326,-0.616433115722036,-0.97239272047809,-0.590803964863204,-0.611616916836373,-0.305056921850652,-0.74088958705059,-0.555692317126229,-1.08284393323731,-0.867638919296568,-0.743560818858913,-1.0915124833907,-0.605251536077695,-0.849372753228884,0.166062931276737,-0.751651638752008,-0.905331721130317,-1.09888486695353,-1.04965082634018,-0.76752140156625,-0.415736773224061,-0.656388359746187,-0.793944093632129,-0.532384659042702,-0.589944741756002,-0.284842579123724,-0.306227800543266,-0.60861583062977,-0.722129057652861
