"","wt_lowlight_dawn_0.5h","wt_lowlight_dawn_2h","wt_lowlight_dawn_4h","wt_lowlight_dawn_6h","wt_lowlight_dawn_8h","wt_lowlight_dawn_9h","wt_lowlight_dawn_10h","wt_lowlight_dawn_12h","wt_clearday_dawn_2h","wt_clearday_dawn_4h","wt_clearday_dawn_6h","wt_clearday_dawn_8h","wt_clearday_dawn_9h","wt_clearday_dawn_10h","wt_clearday_dawn_12h","wt_highlight_pulse_8h","wt_highlight_pulse_8.25h","wt_highlight_pulse_8.5h","wt_highlight_pulse_9h","wt_highlight_pulse_9.25h","wt_highlight_pulse_9.5h","wt_highlight_pulse_10h","wt_shade_pulse_8h","wt_shade_pulse_8.25h","wt_shade_pulse_8.5h","wt_shade_pulse_9h","wt_shade_pulse_9.25h","wt_shade_pulse_9.5h","wt_shade_pulse_10h"
"SYNPCC7942_RS01025",-0.196504174185502,-0.506759518521621,0.986594943918475,2.45804095757577,2.74378581421055,2.36788018950424,2.1550379892333,2.04078057385423,-1.26789301339291,-0.397088564380831,1.37354823969561,2.71066250950402,3.00452297038304,3.02556501880177,2.42057817929614,2.72920807498073,2.00616592662081,1.99946376129687,1.99092639674781,2.99831086910915,3.18040623313367,2.63886364156538,2.78683724146581,3.31872695927695,3.69588387820577,3.2169422211892,2.52292232647941,2.45663326241034,2.5704946835096
"SYNPCC7942_RS01030",-0.138805276637144,0.064266402526932,-0.150903848913874,-0.290778711249175,0.378045648346949,0.0584902977091853,0.0535995958706322,0.0956896027573621,-0.0132207725890011,-0.534665895103344,-0.509161233195958,-0.354922910113985,0.218712186886788,0.589189306054935,1.52091304137944,-0.0712650925013973,-0.113125209526186,0.00670587760673136,-0.209095468781611,0.0856422885839781,0.161793673325758,0.147075592362151,-0.419692327228732,0.0488267541205302,-0.382794802699291,0.663695609462646,-0.0121947582596261,-0.212420583570927,0.19309329403518
"SYNPCC7942_RS01035",-0.581673752102794,-0.151327849809341,-0.156091078772274,-0.137773990058156,-0.0765108208327496,0.358919748421074,0.433626236820606,0.289740742310242,0.0456928787805063,-0.26001093469054,-0.320099870870175,-0.149493219929023,0.117805716110773,0.522926245822441,1.43097799198543,-0.0685453888387903,0.219975897880649,-0.0272741235182729,-0.20216606962663,0.0393446672058227,0.288475796769768,0.500769952830951,0.0854752685963967,0.587016013317833,0.687090979205005,0.680174596321148,0.257786419393439,-0.135081501092801,0.236203210463357
"SYNPCC7942_RS01040",-1.08659701566255,-0.180111426213065,0.0917405450042551,0.074610184778806,0.256685784484288,0.354786916353898,0.509295802723218,0.0743138239952433,0.0489555873904517,-0.292747682541395,-0.143128943534146,0.209021330663595,-0.366674989847582,0.542865471410765,1.75101083401854,0.581068945725833,0.685293908508337,0.425356377761839,0.16672445974377,0.421345654898464,0.568210949390879,0.677219552340024,-0.54925600895755,0.961402583005867,1.04432224378286,1.06996191296104,0.775992005007744,0.499800083883556,0.625343753245554
"SYNPCC7942_RS01045",0.100416343980952,0.00975868385415936,-0.962830175055719,-0.236340793480532,-0.211786914779033,-0.275845584709518,-0.502991573557247,-0.3434262001769,-0.16851670969318,-0.928238818919047,-0.637605408932811,-1.19716729264548,-1.02666467401432,-0.678382420875046,-0.224934629387347,-0.394329067827155,0.430921587969512,0.16750501636515,-0.129027321373636,-1.09908464491225,-0.772714137921833,-0.611821342729262,-1.63926362516107,-1.33454694963664,-0.0631815291289914,-0.724892249572729,-0.398327339677115,-0.414181184309204,-0.403343871204467
"SYNPCC7942_RS14130",-0.711983453725677,-1.67773202350676,-1.13723375656307,-0.970000743353196,0.0597471884764737,-0.962239746307785,-1.11703533005266,-1.04774195495599,-1.27114602860532,-1.3285452141775,-1.5182778289644,-0.673154503486786,-0.279521956677057,-0.690763543354784,-0.271184506235034,-0.486830093107291,-1.50730522849257,-0.510816238702248,-0.957853063516196,-1.50001261634067,-0.26551242959621,-1.04426151662382,-0.646826434309908,-1.02502653811374,0.522715503208024,-0.0745695299737965,-0.0188048852272121,0.497922029113946,-0.880951248477763
"SYNPCC7942_RS01055",0.0682098486269068,-0.322307652043188,-0.110311915860314,0.228291405893565,-0.0581858659378164,-0.331895579641579,-0.2239160172778,-0.652421580645632,-0.481915408340147,-0.395116841098077,-0.258045641751366,-0.428913550479524,-0.275416322020257,-0.58331671330532,-0.573125179822458,-0.0870034584337225,-0.248921771199915,-0.267620843518806,-0.224821576277115,-0.479765336253142,-0.324100381815576,-0.382206196276068,-0.0735316678020472,-0.06831762358092,-0.26559724249729,-0.27464147845273,-0.295281354918516,-0.489575295537896,-0.260092086107276
"SYNPCC7942_RS01060",0.0386587757993324,-0.135724777496028,-0.487059074901527,-0.530783561540346,-0.997104351218827,-0.576197037160327,-0.609249244255955,-0.264109655645486,-0.219347760598574,-0.013504393514596,-0.302828948803958,-0.946548985006793,-0.181377143110282,-0.682993038230267,0.0653581011907602,-0.682462555959956,-0.628683897865904,-0.0808972273409915,-0.0953585826474194,-0.899942258189178,-1.00099823259358,-0.743121101382778,-0.599271130516985,-0.333957265231868,-0.470280578751616,-0.337002442507415,-0.841580207259434,-0.777747736684925,-0.357563844801412
"SYNPCC7942_RS01065",0.248099371645374,1.36112539204209,0.715868407686846,0.616408052754611,0.602296091238232,0.26950712501939,1.54605745610553,1.42439838192807,1.31877627905505,1.22204537778492,1.44341655973028,-0.27089401056771,0.628983606021481,0.423261584685646,0.919556273939969,0.72053124188552,1.16825136295995,0.864151087866991,0.594238681149395,0.699822673412592,-0.593435420374849,-0.0419614691281676,0.452986331803183,1.32521159396306,1.67734629401414,1.07455646795013,0.168160372921707,-0.721555735250128,-0.431245838206741
"SYNPCC7942_RS01070",0.197437760364241,-0.0444540038823878,0.0799300911289882,0.056932862952225,-0.108965924265662,-0.443352090523553,-0.260024904403953,0.24482776212295,0.322933305914483,-0.238087954516603,0.716363303475145,0.491001852192841,0.196036832771074,0.0628545265128699,0.293867130434027,0.167421824506582,0.139642466734466,0.149204585851622,0.173380886067556,-0.222113438496479,0.13897170934424,0.25315708006219,0.204112568683141,0.254173757147517,0.175083112514484,0.310363820787729,0.260219497420355,-0.242190329117413,-0.0229800202487915
"SYNPCC7942_RS01075",0.413293952061027,0.320786733877448,0.364462709822471,0.506628904320533,0.417424593475446,0.302789342545642,0.170551694855833,0.0793858559455531,0.802245322936466,0.420917653740097,0.702088493333193,-0.077405323673882,0.332213311990789,0.476361246128947,0.318751341406511,0.305963202301607,0.278761463175733,0.646761839658693,0.628414054761081,0.290778426947745,0.226538022452001,0.120198081279679,0.290185851980692,0.388468446405258,0.682794520203252,0.44031580538259,0.206161633861193,0.0979225955774577,0.338278918564605
"SYNPCC7942_RS01080",-0.514076104546736,-0.843072754292407,-1.48630673434083,-0.337520866434443,-0.332642010493047,0.46948565721539,0.453863532778248,0.141027121140096,0.0329495395138992,-0.650562404002927,-0.83802676270452,-1.05976345039044,-0.359057359947679,-0.137037206341774,1.21523205264974,-0.115110896412747,-0.252662064313917,-0.268289963694979,-0.398953415536888,-0.57503471555129,0.0762521501847728,0.0999451650206821,-1.47473537913262,-0.594542595493493,-0.162722364647808,0.053837623203824,-0.354273941562752,-0.530490009418277,-0.370794527645577
"SYNPCC7942_RS01085",-0.0697125226570299,0.260879394464503,0.159895728244013,0.498565607411559,0.531188047397388,0.389741778927369,0.440148772142991,0.484463854225191,-0.446352759194906,-0.308291122516072,-0.530572282530435,0.270361096517195,0.0799371976776406,0.238080567484217,1.73512996156739,0.418637097612368,-0.741167166221754,-0.613487921357108,-0.690656235669789,1.52217745447909,1.17786614986534,0.592329724733501,-0.0837725296865864,0.865145365779843,1.4295141843251,1.34751312822988,-0.283875079068091,-0.0718284074503409,-0.117141884716365
"SYNPCC7942_RS01090",0.754443573122891,2.26550068888283,2.45370568211644,2.74706134283642,2.98794073761005,2.80018871020196,2.84934123024204,2.83410516692333,0.0331738869688593,0.817810669815383,0.97399165188062,1.29642765397406,2.1673566773598,2.52506585638604,4.61073218150575,2.9875411374102,-0.235728001037325,0.0457199128283578,0.598266773863725,4.32139887867606,4.05133145500374,3.08862186365388,1.86894179584786,4.06642828011743,3.89370464559475,4.02587377144314,0.881712888520813,1.49237052062363,1.55223063492009
"SYNPCC7942_RS01095",0.0731734301251752,-0.294546002022636,-0.132144965558531,-0.090208439264926,0.251256544506733,0.226995494509868,0.336634304008515,0.412214639613614,0.0661830085083355,-0.255212413725098,-0.597840762476438,-0.499291011541888,-0.681520104579132,0.099310780832871,1.10260572695189,0.150773331127633,0.183131308500077,-0.0925196662771406,0.079586649464214,0.172269272821227,0.533978459090937,0.22354323759133,-0.526471436559643,-0.476313224409632,0.129179440184006,0.442718788562625,-0.193752337606323,-0.064704111001288,-0.211198598896052
"SYNPCC7942_RS01100",-0.733192294930748,-1.66565366659968,-1.58581717804221,-1.30048302557084,-1.40557330553401,-1.31072211853318,-1.33149504169313,-1.41419794384287,0.0524076747004325,-0.635679125102478,-0.884166426324831,-1.16981191576919,-1.38893492920897,-1.54232027748143,-1.64380456042426,-1.33268527480887,0.670958643537586,0.00960394841542869,-0.551824661512819,-2.19400086723079,-1.76291934118852,-1.52677708539803,-1.32404401925304,-1.97658261634669,-1.65702465804585,-1.7150954293134,-0.734940316245536,-0.997525901882333,-1.02580577820237
"SYNPCC7942_RS01105",0.342960486221683,-0.242118304004532,-0.00426290667540929,-0.152936799972132,-0.110260559014522,-0.466237653483518,-0.285513926131366,-0.903815075948366,0.105068092805856,-0.553879463932824,-0.0283811448776568,-0.576090864751058,-0.841539816623797,-0.40794596979883,-0.288751551254276,-0.0923218663856778,0.177203929255626,-0.0175206689810437,-0.143864759655309,-0.119293997315178,-1.10807147870364,-0.326495870501931,-0.261673308672735,-0.383356385142129,-0.222778015255128,-0.413274057582206,-0.365864024322302,-0.310484494043561,0.0341295046173163
"SYNPCC7942_RS01110",0.202289263793382,0.0217719559501707,0.773047535269051,-0.335852739809344,-0.370414045826495,-0.59238658157116,0.155779972650772,-0.146150951013623,-0.097103246602992,-0.240387142971983,-0.180360173259507,-0.446057652373512,-0.0927213877216736,-0.187464927365353,-0.634435396335795,0.275750610627408,-0.328835847053073,-0.153375129406646,-0.533512745626599,-0.369506534096811,0.231965454909097,0.0460804970090151,-0.354711486208087,-0.0365916405224913,-0.366574652896807,-0.592085381640546,-0.0920013660960927,-0.571009562950933,-0.307597998413485
"SYNPCC7942_RS01115",0.0108959282759844,-1.54501628778627,-0.448111683637838,-0.945659054087325,-0.69950904926573,-0.794834000051236,-0.639141936505183,-0.95951447057078,-1.44761796790891,-0.83130445396302,-1.27829706144725,-0.837350851914966,-0.742144084800136,-0.490713203978899,-0.354281879118223,-0.68177390648106,-1.01607749610228,-0.589179399835438,-0.85895022665292,-1.24537659361708,-0.248783901710397,-0.19207834522473,-0.505240879284399,-1.2246450663212,-0.463061034998257,-0.472361903219016,-0.547867477860875,-1.06971990906697,-0.713353289862005
"SYNPCC7942_RS01120",-0.32397474138361,-0.93655141258059,-0.480155259414114,-0.569607290277892,-1.06506450049489,-0.901377981635992,-0.38431778345355,-1.07502100399699,-0.552645136112556,-0.754979491313404,-0.630902700040643,-0.554531477082464,-0.605325692109892,-0.727196683852491,-0.319395791323419,-0.630888086283517,-0.654012860487838,-0.732674760028765,-0.816800181202059,-1.05915871332959,-0.992652118916542,-0.544667563644007,-0.636256625806614,-0.852097446116917,-1.13125744043761,-0.808653737889378,-0.327432959123301,-0.978975931380838,-0.841630004598675
"SYNPCC7942_RS01125",0.25090203768457,0.262062011470343,0.207781010199765,-0.169480741160343,-0.271722310562441,-0.117443476885275,-0.187924122871856,0.08758130363313,0.0230247628670947,-0.0586538091037623,-0.306782159723095,-0.620250541424033,-0.514286477800218,-0.391426005387218,0.0433982181771816,-0.29843994298181,-0.206952318713504,-0.0511266035106025,-0.0365489851636457,-0.336106517600776,-0.271653756750852,-0.148707276080749,-0.125628521982392,-0.375205634942169,-0.349668540262977,-0.347334778058738,-0.661078032551605,-0.415943249761581,-0.0429639147255536
"SYNPCC7942_RS01130",-0.0462626917540086,-0.101897903299574,-0.210814750976544,0.0346044900591966,-0.458942508338709,-0.400659268913565,-0.215495816324329,-0.390373607180529,0.102374942673792,0.0784089816446755,-0.235334093633176,-0.455477869745283,-0.355991462383612,-0.195005196535579,-0.502710222548302,-0.504882748343729,-0.0397801394494465,0.319846133612947,0.0784943270509508,-0.0844223256867474,-0.381159110292141,-0.0699244063144333,-0.0650260671163865,-0.565078150479007,-0.894367907905945,-0.409618943134264,-0.405040403364078,-0.365180790040814,0.052187513953513
"SYNPCC7942_RS01135",0.0454726806212528,0.681225301295098,0.570148446475451,0.761409872917266,0.595070209936721,0.438004331223837,0.718266858458383,0.517897963580669,0.529645812515939,0.545905275391277,0.55594536084054,0.51800468274633,0.428586429669445,0.50539935997372,0.750429361344478,0.421680700713406,0.407715843269347,0.54607379602076,0.384394305874793,0.601183988617726,0.382322881419261,0.426054568291265,0.438486178825743,0.638348741778069,0.580925119350175,0.626322131343283,0.246633258013044,0.291217770439868,0.337737796367055
"SYNPCC7942_RS01140",0.0675389910954949,0.904486603637923,0.854007352710676,0.729086850414884,0.671110327102373,0.754922699026277,0.95029764078521,0.381925620924512,0.989928626463041,0.454918719596683,0.602341272278481,0.0338479334928357,0.648613566587133,0.596276922879844,0.957459094034497,0.755349199617767,0.624446056903477,0.66084518752813,0.507248816958552,0.577596112955462,1.13327351488692,0.525276878247655,0.479824578831694,0.722296157620258,0.660290644306542,0.346925056420481,0.377939314472248,0.246075519345373,0.62191921085572
"SYNPCC7942_RS01145",0.20146681530556,1.20695265417593,1.20176279929593,0.935009191385058,0.989098716266082,0.896887199454786,0.990696088366236,0.976803427279039,1.06506040046125,0.848950012350943,0.795462196497036,0.947698772012712,0.890057048737082,0.922079596342924,0.5545994062418,0.866399199261053,1.11004997107818,0.861970103744772,0.978013690008166,0.832491112262823,0.723121059671555,0.818238240411782,0.825603386426798,0.916055935602438,0.402575832979745,0.342843742745785,0.423601225961992,0.693703053566354,0.813998410045668
"SYNPCC7942_RS01150",-0.00918150874580805,1.0335503042158,1.0763131725062,1.03575109946681,0.848111393146527,0.952246750047116,0.993184471291169,0.991811092222418,0.9122983858317,1.20663400234876,1.35521465070443,1.19421057166304,1.16287068931496,1.07545392055096,0.599136289362708,0.964186168812034,0.790565479984648,0.746293489229814,0.998541208283084,1.14560607883876,0.970862400316477,0.760106339749796,1.26280421654089,1.00718597276412,0.851415785325181,0.394104071998331,0.450627556636322,0.704589771580225,0.961180381448843
"SYNPCC7942_RS01155",0.0486851508869001,1.1092631214195,0.942088192673246,0.948411422130665,0.888057520236338,1.06531154259797,1.00829359471873,0.995032237874475,1.03744790232541,1.1626944065184,0.943335453099745,0.876692794893098,0.869620063350661,0.791707139894239,0.2228356807912,0.909425949274221,0.849427065949931,0.701552176203469,0.855095598928886,1.06928924107211,1.10734931354977,0.820803129367048,0.956958453959459,0.902021981759509,0.563564105627486,0.525063258450946,0.495576088253265,0.821900711385171,0.799040786582669
"SYNPCC7942_RS01160",0.172115512174711,0.041839740601842,0.238703280976163,-0.0135444912239516,-0.0499885033264353,-0.380258958527107,-0.0212159257320671,-0.132496055909839,0.0743284977299309,-0.0373589735928721,0.184599399999209,0.322554199265698,-0.090530704886552,-0.270220665088956,-0.934980746556868,-0.16054228536442,0.380393859028185,0.15318939992027,-0.0187609053402129,0.153088352089694,-0.239348876338378,-0.0633405802441797,0.00431128827688059,0.171556342509257,-0.47935621039212,-0.638539750752371,-0.0024155523517879,0.278956448082935,0.13888899479696
"SYNPCC7942_RS01165",0.0604195490915598,0.705771027408277,0.455372393013496,0.234511021213515,-0.0567016662895607,-0.325176105321864,-0.45876496630061,-0.406098076390992,0.496667002367451,0.671731931682133,0.382959685856168,0.898109828375886,0.954437912140789,0.741783842629728,-0.343238936281896,-0.222008262549249,0.0812753174895761,-0.475649389489738,-0.242803228728097,0.223371955583844,0.561438464765608,0.129074577257719,0.961820459667135,1.24985862583187,0.830626369194823,0.994699792812616,0.796028099618204,1.18806009426724,0.217030422522967
"SYNPCC7942_RS01170",0.163463797937597,0.953354216072644,0.982253852327935,1.07632779378317,1.17023935068206,0.789400717617376,0.567540493116472,0.727371219755519,-0.349558076975551,0.43357949633789,-0.118037094877669,0.250804631268642,0.609923639070224,0.738392000731663,1.86226466697973,0.944688309614292,-0.371661857370051,-0.33999849948708,-0.479132986324285,1.89534527043732,1.49984417470153,0.932551917817897,0.647608495608794,1.97521898167742,2.1367760179578,2.02250169550564,0.445371152126967,0.319737536370667,0.13595185256234
"SYNPCC7942_RS01175",0.233162840941417,0.142860181166328,-0.21627681838656,0.33427529630746,-0.216053409238246,-0.233287332458153,0.0187715081753768,0.618212394445199,0.471016431996128,0.603222965943416,0.729823089190825,0.424802599712603,0.18541248607615,0.401533184450738,-1.20835167592215,-0.350573462495905,0.717338550480467,0.599028841172563,0.914663504174325,-0.141280352458375,0.147609618608113,0.288106446274128,0.242286190095357,-1.2202500597309,-0.829734072433607,-1.42371072644439,-0.311643288982045,-0.0974507123349926,0.238706241394645
"SYNPCC7942_RS01180",0.287800814020507,1.21257537000771,1.06154441586893,0.490130351417874,0.399204363233791,0.708930952325078,0.786882793365139,0.99911491473027,1.54131415145955,1.72589723239378,1.58483730767593,1.37900538056319,0.835009559235351,0.68953432655794,0.141441566529005,0.73530326212819,1.10127333777254,1.30618937259539,1.61187785513163,1.06303637855638,0.527982146851588,1.02322715038622,1.15567320789695,0.312665588337202,-0.1694471744127,-0.0820792748048571,0.641603712354833,0.990648011876024,1.26269416532217
"SYNPCC7942_RS01185",0.160890487406509,0.443325137160865,0.439557988285269,0.419632666655136,0.508886053774489,0.902710460020679,0.762147763206313,0.739780877627349,0.545087754894378,0.249123322586731,-0.00638197940022374,0.458948783429931,0.556476713510806,0.656960447417783,0.851072251339262,0.39021441263124,0.678299482529896,0.457539224545939,0.507171662463632,0.107194543548214,0.319604292094308,0.605506699008469,0.102968523766688,0.258170546397868,-0.221256468997816,0.251087136175273,0.47782750280515,0.583723134298,0.434642438728787
"SYNPCC7942_RS01190",0.217727660061721,0.308746407128312,0.570490449617881,0.967913519833658,0.313010277173469,0.560963116449958,0.423476006345508,0.0813478595344616,-0.288278509193393,-0.194684805129908,-0.068675412941723,0.554227813012182,0.152172873748647,0.545944525879711,0.873676952614679,0.20911733659752,0.00393810613239272,0.199532386411929,-0.252233829150184,0.378269329420285,0.569825483175036,0.421261635468676,0.286292095390387,1.05830884399899,0.761537464511677,0.843704840082471,0.963931536145681,0.430234548083032,0.244223309439061
"SYNPCC7942_RS01195",-0.0372450171212486,-0.21695450834492,0.229140526821399,0.240827269449007,-0.0446893100787293,-0.668237588497634,-0.781348566847537,-1.20506410737031,-0.0839798386342084,-0.220079411520508,-0.100026401762272,-0.550922331508639,0.208509261232183,-0.27517255804866,-1.24578416925382,-0.141378075805894,-0.0330774323934473,-0.288137679979807,-0.1951621377579,-0.433037026627568,-0.024503884909752,-0.293194720029284,0.162221263849583,-0.442937259328543,-0.265556703180751,-0.406449738767077,0.0173895513366848,-0.0577058580926998,-0.458040958139686
"SYNPCC7942_RS01200",-0.0769878112970341,0.117635746418885,1.17938119650129,1.02543472537555,0.591412849198594,0.0526283023542464,-0.448279499206728,-0.502784800178365,-0.934700515346847,-0.719837423083098,-0.0259787961844557,0.0883488201933501,0.335582963632082,0.532757498802986,1.55690410018187,0.329145730707817,-1.91703869969201,-1.51847999344412,-1.48905163664474,1.91214742407502,1.57099960806348,0.560568204904791,0.642642231323829,2.40166164269652,2.32847061415138,2.10921430761388,-0.204930866774133,-0.0918887710534573,-0.22170355267278
"SYNPCC7942_RS01205",0.101644578563722,-0.0807202544080871,-0.00142627220289319,0.427862848150242,-0.0226053125652216,-0.112969883306409,-0.558367310745027,-0.371240917262857,-0.236536138782134,-0.291340021242307,-0.256531844564968,0.00611633548092085,-0.231050818617985,-0.160439162514706,0.125060757825659,-0.0646103766367557,-0.445599711201652,-0.285987111936358,-0.384023058132826,0.99432057362758,0.449986906318065,0.1775980222094,-0.166895176260185,0.691649142575604,1.1765722309592,0.807556593878522,-0.17451796564507,-0.477616137434947,-0.285904560825673
"SYNPCC7942_RS01210",0.248928623802422,-0.0356114274897242,-0.27115652293732,-0.0713077197686365,-0.0870931170642959,-0.151472589712938,-0.336604308790061,-0.263110253577122,0.00524477501037308,0.153564722955825,-0.0328535955115123,0.200403432419558,-0.114259658814872,-0.757800350726753,-0.856735135965936,-0.476082641766407,-0.44489726880332,-0.0720036500712384,0.153637531744183,0.0198603753240168,-0.339488266247936,-0.412816598688666,-0.0823661832439484,-0.830661153838179,-0.48649656752763,-0.378054922627314,-0.285605969408335,-0.583860726049929,-0.44328642672156
"SYNPCC7942_RS01215",0.237743334941998,0.615262910016196,0.303010300955268,0.374416398992719,0.319727892045656,0.037331715790667,-0.185209494209545,0.105790134410144,0.427924787314829,0.386484456492056,0.761551265496307,0.0880523407167081,0.395390401702773,-0.113985247754896,-1.33496192176238,0.354016545173498,-0.376941041811837,0.145697490389495,0.26441099897251,0.676385871349655,0.470756805487319,0.0700238800538081,0.303173565449374,-0.188802886680488,-0.272874471880229,-0.496803473837614,-0.438964122128219,-0.0797254565207301,-0.554528984398612
"SYNPCC7942_RS01220",0.453619841385587,1.93918822813567,1.93779473766243,1.93963092949047,1.53164119608718,1.33805533797156,0.978535784719158,1.14919555685968,0.776865514615969,1.46034276932944,1.61202760750542,1.48478169636332,1.27110229173734,1.21516336309638,0.689677129083858,1.40655482686721,-0.326490521756768,0.215097780023306,0.86210594380745,2.28959026202747,1.86018988981483,0.971950368195892,1.73626193871691,1.85462105837057,1.69675186192807,0.941059069282155,-0.0923481824406359,0.128454331955775,0.520417972400976
"SYNPCC7942_RS01225",-0.254716792669431,0.202906734602255,0.111445677412354,0.129599625496812,-0.0877770908424455,0.141628234719457,0.392076560617845,0.146966405024787,0.37116410743408,0.483016684352972,0.384069281627193,-0.00284937800004626,-0.10264590608232,0.328880481579872,0.722556486361847,0.0563730941277964,0.240226202758459,0.346766204501696,0.361039221152929,-0.287906188034353,-0.000524214876431996,0.28340134396404,-0.0438519563632274,-0.205586954980511,-0.27680190112455,0.00543401261413168,-0.436373833988283,-0.414677849730968,0.182974605860383
"SYNPCC7942_RS01235",-0.106570532041079,0.334691697218808,0.128690346303906,0.154328999065103,0.0570349334231476,0.188161490304721,0.0612292623826191,0.135895027783209,0.291472286186239,0.417086496828075,0.359053612266071,0.300774495016205,0.152994667621328,0.0846261513374137,-0.0458884044260636,0.186520758976894,0.292972154634017,0.21625658632866,0.31080369287093,0.0590703700036301,0.111424383160882,-0.085427707887791,0.0724350599718782,0.0304884974420048,-0.218213576922536,-0.227523186160678,0.0547883926070247,0.0366744370889228,0.147152253575886
"SYNPCC7942_RS01240",-0.485087276459815,-2.16059543125828,-1.84920365282484,-1.48887049420152,-0.605661514738723,-0.440050851433662,-0.429899227719352,-0.67558397773985,0.393593522807702,-0.175582527665006,-0.416119485567629,0.00391651217620619,0.00808718361230613,-0.146374450365311,0.119051639251904,-0.336176550457247,4.00195711391861,2.53694754227089,1.04796848400547,-0.551486496703678,-0.474316323174295,-0.367550961841386,-0.601114757489384,-0.344801514319951,-0.393346033719561,-0.281251054931794,1.37903492138418,0.749742739490282,0.55485693400199
"SYNPCC7942_RS01245",-0.0965188845044647,-0.762030884642279,-0.129893170374923,1.28340238344793,2.28289385843706,2.43806273298173,2.32563149869745,2.1917038623013,-1.17707244276707,-0.942447779184091,-0.060977873590874,1.78727150081571,2.3159807766758,2.86852764389579,4.12164176797396,2.28381107153813,0.194336594400993,0.124165569566625,0.551656699920824,3.21939393134681,3.50733641433674,3.08905587308992,1.85369101541936,3.05742659573011,3.8558231692005,3.83308222388439,2.35976084480137,2.31796588176294,2.43587427231125
"SYNPCC7942_RS01250",0.124839364098396,-0.120175713673354,0.131110094910377,2.027577300686,3.20339366384071,3.30859197413818,3.41306642130262,3.2134476385719,-1.22211665162849,-0.950851317039978,0.209619562704231,2.37290368937127,3.23616010065958,3.72990943950113,5.20612795575721,3.11240265101553,0.922979227324615,1.0491967424407,1.52451761419295,4.23066368528229,4.38736938684669,4.07022017367624,2.55838903429099,4.1109903150109,4.84810875860408,4.82624014441396,3.24652977347197,3.13049897875432,3.32757443552998
"SYNPCC7942_RS01255",0.354759774162522,0.238802983028213,0.891453402537809,0.552369352805782,-0.0561116641991883,0.067397221198503,-0.137673039650167,-0.211449662606144,0.246219320814315,0.494989391339859,0.599407201892438,0.56225286303967,0.451139753151156,0.166733977500634,-0.457953515809009,0.0448085796008853,-0.252008318865242,-0.114484193501571,-0.0601708562043625,-0.0462256414214181,-0.0443290121941625,0.262049124395676,0.806428471827573,0.291780262178254,0.319479371066841,0.0745252902511007,0.376946897920166,0.14690159993953,-0.00030541596897904
"SYNPCC7942_RS01260",0.251132991742554,0.030283215320543,0.36176633794397,-0.00295337098315684,-0.596324876427823,-0.349881890496874,-0.481069390608966,-0.000802071996146133,0.3583183894882,0.0710223663415959,0.158502944605735,0.0886675327442337,-0.0245093283341665,-0.217831003922657,-0.651153513755897,-0.281057704849693,-0.412325275402965,-0.461004740000514,-0.118030033865421,-0.543078884763921,-0.47393676272071,-0.00869930140137573,0.140877539961784,-0.584921112919336,-0.308132189472586,-0.487735741587843,-0.06105894585305,-0.197905414117948,-0.47829086804377
"SYNPCC7942_RS01265",0.678733222030093,0.614231964993683,0.643616772438686,0.300633765461458,0.463548500358499,0.270399255527042,0.151149362773475,0.351214246320401,0.498406881968314,0.33845945379232,0.669420549651797,0.516228309587829,0.109079869821436,0.188047446173066,-0.148418004780853,0.321716783832253,0.567187322366063,0.281516740212695,0.38632945978376,0.261243722964149,0.359802757242158,0.598601648183775,0.603054094130854,0.0213014479694903,0.0491875454746328,0.0916603061567631,0.627970498919182,0.623468381053977,0.185653708189288
"SYNPCC7942_RS01270",0.355225642326858,-0.24824344149377,0.655815475470467,0.760305388620287,0.217805298327385,-0.405457222288374,-0.0152365013686138,-0.648496705514298,-0.153792898258098,-0.121145377645099,0.127830745917338,0.492472348449384,0.310928118279863,-0.176977417561753,-0.323220106640293,0.229667872814838,0.0992620198306693,0.0924308376369365,-0.0052842756207254,0.127948368781886,0.242184375719354,0.201352444078128,0.468348675661622,0.139746257190365,0.339336219389331,-0.211238294055544,0.197182050193364,0.309286331541671,-0.122210595538895
"SYNPCC7942_RS01275",0.267199984041477,-0.499655790106799,-0.225242561393621,0.200363463288287,0.188339165564907,-0.691130942546275,-0.813454540702779,-0.813158102747486,-0.220575021203812,-0.423109282713419,-0.29279139288863,-0.347554546404161,-0.390713690696142,-0.807794201800558,-1.28195200439142,-0.181003202002816,0.223016884643927,-0.231667482967327,-0.0462907155413099,-0.585764107984193,-0.469474654409983,-0.119150915442851,-0.21729701752197,-0.848394755677587,-0.836205124663131,-0.840759183841478,-0.0551094705913595,-0.127820964300716,-0.420337938362849
"SYNPCC7942_RS01280",0.306831631295016,0.243014019575537,0.582721417662839,0.832742808383704,1.32130327803421,1.26147144631609,1.26620096788682,1.40567648593725,-0.286263452834316,-0.214306944351324,-0.330687615874279,0.522156043276593,0.971386695231104,1.31584431107293,3.3410036046833,1.2347071317362,1.08090077324542,0.389279391579172,0.626023358581147,1.82850654582835,1.93059032567851,1.85935467939669,0.803163195074068,1.8446889279893,2.74577122637663,2.72934920341232,1.35481558360749,1.27760587064479,1.1377374240783
